id,slug,cat_name,images,rs_text,rs_video
58d3b415d1fb5ef3471a1020,,unplugged,UN3301-ROOMSHOT,"Unplugged sets fashion highlights in your home with various modern designs like geometrical patterns, retro designs, fine stripes or clear plains. Shaped by scandinavian influences, this collection offers the right wall covering for everyone.",https://www.youtube.com/watch?v=uz9LHx3MPBM
58d3b415d1fb5ef3471a1021,,unplugged,UN3303-ROOMSHOT,"Unplugged sets fashion highlights in your home with various modern designs like geometrical patterns, retro designs, fine stripes or clear plains. Shaped by scandinavian influences, this collection offers the right wall covering for everyone.",https://www.youtube.com/watch?v=uz9LHx3MPBM
58d3b415d1fb5ef3471a1022,,unplugged,UN4005-ROOMSHOT,"Unplugged sets fashion highlights in your home with various modern designs like geometrical patterns, retro designs, fine stripes or clear plains. Shaped by scandinavian influences, this collection offers the right wall covering for everyone.",https://www.youtube.com/watch?v=uz9LHx3MPBM
58d3b415d1fb5ef3471a1023,,unplugged,UN4006 &UN1003-ROOMSHOT,"Unplugged sets fashion highlights in your home with various modern designs like geometrical patterns, retro designs, fine stripes or clear plains. Shaped by scandinavian influences, this collection offers the right wall covering for everyone.",https://www.youtube.com/watch?v=uz9LHx3MPBM
58d3b415d1fb5ef3471a1024,,unplugged,UN4006&UN3106-ROOMSHOT,"Unplugged sets fashion highlights in your home with various modern designs like geometrical patterns, retro designs, fine stripes or clear plains. Shaped by scandinavian influences, this collection offers the right wall covering for everyone.",https://www.youtube.com/watch?v=uz9LHx3MPBM
58d3b415d1fb5ef3471a1025,,unplugged,UN4007ROOMSHOT,"Unplugged sets fashion highlights in your home with various modern designs like geometrical patterns, retro designs, fine stripes or clear plains. Shaped by scandinavian influences, this collection offers the right wall covering for everyone.",https://www.youtube.com/watch?v=uz9LHx3MPBM
58d3b415d1fb5ef3471a1026,,silverleaf,SL5604 ROOMSHOT,"Whether polished to a lustrous shine or finished with aged elegance, silver  seduces and captivates. Luxurious, beguiling and brilliant. All that glitters is  not gold.",https://www.youtube.com/watch?v=LAtwVs3wmZ4&t=8s
58d3b415d1fb5ef3471a1027,,silverleaf,SL5613 ROOMSHOT,"Whether polished to a lustrous shine or finished with aged elegance, silver  seduces and captivates. Luxurious, beguiling and brilliant. All that glitters is  not gold.",https://www.youtube.com/watch?v=LAtwVs3wmZ4&t=8s
58d3b415d1fb5ef3471a1028,,silverleaf,SL5624 ROOMSHOT,"Whether polished to a lustrous shine or finished with aged elegance, silver  seduces and captivates. Luxurious, beguiling and brilliant. All that glitters is  not gold.",https://www.youtube.com/watch?v=LAtwVs3wmZ4&t=8s
58d3b415d1fb5ef3471a1029,,silverleaf,SL5627 ROOMSHOT,"Whether polished to a lustrous shine or finished with aged elegance, silver  seduces and captivates. Luxurious, beguiling and brilliant. All that glitters is  not gold.",https://www.youtube.com/watch?v=LAtwVs3wmZ4&t=8s
58d3b415d1fb5ef3471a102a,,silverleaf,SL5668 ROOMSHOT,"Whether polished to a lustrous shine or finished with aged elegance, silver  seduces and captivates. Luxurious, beguiling and brilliant. All that glitters is  not gold.",https://www.youtube.com/watch?v=LAtwVs3wmZ4&t=8s
58d3b415d1fb5ef3471a102b,,silverleaf,SL5675 ROOMSHOT,"Whether polished to a lustrous shine or finished with aged elegance, silver  seduces and captivates. Luxurious, beguiling and brilliant. All that glitters is  not gold.",https://www.youtube.com/watch?v=LAtwVs3wmZ4&t=8s
58d3b415d1fb5ef3471a102c,,silverleaf,SL5682 ROOMSHOT,"Whether polished to a lustrous shine or finished with aged elegance, silver  seduces and captivates. Luxurious, beguiling and brilliant. All that glitters is  not gold.",https://www.youtube.com/watch?v=LAtwVs3wmZ4&t=8s
58d3b415d1fb5ef3471a102d,,silverleaf,SL5688 ROOMSHOT,"Whether polished to a lustrous shine or finished with aged elegance, silver  seduces and captivates. Luxurious, beguiling and brilliant. All that glitters is  not gold.",https://www.youtube.com/watch?v=LAtwVs3wmZ4&t=8s
58d3b415d1fb5ef3471a102e,,silverleaf,SL5699 ROOMSHOT,"Whether polished to a lustrous shine or finished with aged elegance, silver  seduces and captivates. Luxurious, beguiling and brilliant. All that glitters is  not gold.",https://www.youtube.com/watch?v=LAtwVs3wmZ4&t=8s
58d3b415d1fb5ef3471a102f,,silverleaf,SL5704 ROOMSHOT,"Whether polished to a lustrous shine or finished with aged elegance, silver  seduces and captivates. Luxurious, beguiling and brilliant. All that glitters is  not gold.",https://www.youtube.com/watch?v=LAtwVs3wmZ4&t=8s
58d3b415d1fb5ef3471a1030,,silverleaf,SL5712 ROOMSHOT,"Whether polished to a lustrous shine or finished with aged elegance, silver  seduces and captivates. Luxurious, beguiling and brilliant. All that glitters is  not gold.",https://www.youtube.com/watch?v=LAtwVs3wmZ4&t=8s
58d3b415d1fb5ef3471a1031,,silverleaf,SL5724 ROOMSHOT,"Whether polished to a lustrous shine or finished with aged elegance, silver  seduces and captivates. Luxurious, beguiling and brilliant. All that glitters is  not gold.",https://www.youtube.com/watch?v=LAtwVs3wmZ4&t=8s
58d3b415d1fb5ef3471a1032,58d3b415d1fb5ef3471a1032,bns,SB3149 ROOMSHOT,"from toddler to ""tween"" and all in between. Wallpapers interesting and interactive for cool kid style!",#
58d3b415d1fb5ef3471a1033,,bns,SB3155 ROOMSHOT,from toddler to &quot;tween&quot; and all in between. Wallpapers interesting and  interactive for cool kid style!,#
58d3b415d1fb5ef3471a1034,,bns,SB7388 ROOMSHOT,from toddler to &quot;tween&quot; and all in between. Wallpapers interesting and  interactive for cool kid style!,#
58d3b415d1fb5ef3471a1035,,bns,SB7509 ROOMSHOT,from toddler to &quot;tween&quot; and all in between. Wallpapers interesting and  interactive for cool kid style!,#
58d3b415d1fb5ef3471a1036,,bns,SB7540 ROOMSHOT,from toddler to &quot;tween&quot; and all in between. Wallpapers interesting and  interactive for cool kid style!,#
58d3b415d1fb5ef3471a1037,,bns,SB7573 ROOMSHOT,from toddler to &quot;tween&quot; and all in between. Wallpapers interesting and  interactive for cool kid style!,#
58d3b415d1fb5ef3471a1038,,bns,SB7634 ROOMSHOT,from toddler to &quot;tween&quot; and all in between. Wallpapers interesting and  interactive for cool kid style!,#
58d3b415d1fb5ef3471a1039,,bns,SB7665 ROOMSHOT,from toddler to &quot;tween&quot; and all in between. Wallpapers interesting and  interactive for cool kid style!,#
58d3b415d1fb5ef3471a103a,,bns,SB7671 ROOMSHOT,from toddler to &quot;tween&quot; and all in between. Wallpapers interesting and  interactive for cool kid style!,#
58d3b415d1fb5ef3471a103b,,bns,SB7687 ROOMSHOT,from toddler to &quot;tween&quot; and all in between. Wallpapers interesting and  interactive for cool kid style!,#
58d3b415d1fb5ef3471a103c,,bns,SB7694 ROOMSHOT,from toddler to &quot;tween&quot; and all in between. Wallpapers interesting and  interactive for cool kid style!,#
58d3b415d1fb5ef3471a103d,,bns,SB7714 ROOMSHOT,from toddler to &quot;tween&quot; and all in between. Wallpapers interesting and  interactive for cool kid style!,#
58d3b415d1fb5ef3471a103e,,bns,SB7720 ROOMSHOT,from toddler to &quot;tween&quot; and all in between. Wallpapers interesting and  interactive for cool kid style!,#
58d3b415d1fb5ef3471a103f,,bns,SB7736 ROOMSHOT,from toddler to &quot;tween&quot; and all in between. Wallpapers interesting and  interactive for cool kid style!,#
58d3b415d1fb5ef3471a1040,,bns,SB7763 ROOMSHOT,from toddler to &quot;tween&quot; and all in between. Wallpapers interesting and  interactive for cool kid style!,#
58d3b415d1fb5ef3471a1041,,bns,SB7791 ROOMSHOT,from toddler to &quot;tween&quot; and all in between. Wallpapers interesting and  interactive for cool kid style!,#
58d3b415d1fb5ef3471a1042,,damasks,DD8305 ROOMSHOT,"This rich collection of luxurious damask prints create a stunning assortment of  opulent, sophisitcated and soaringly beautiful designs.",https://www.youtube.com/watch?v=pNHDpXlKI4o&t=80s
58d3b415d1fb5ef3471a1043,,damasks,DD8315 ROOMSHOT,"This rich collection of luxurious damask prints create a stunning assortment of  opulent, sophisitcated and soaringly beautiful designs.",https://www.youtube.com/watch?v=pNHDpXlKI4o&t=80s
58d3b415d1fb5ef3471a1044,,damasks,DD8324 ROOMSHOT,"This rich collection of luxurious damask prints create a stunning assortment of  opulent, sophisitcated and soaringly beautiful designs.",https://www.youtube.com/watch?v=pNHDpXlKI4o&t=80s
58d3b415d1fb5ef3471a1045,,damasks,DD8349 ROOMSHOT,"This rich collection of luxurious damask prints create a stunning assortment of  opulent, sophisitcated and soaringly beautiful designs.",https://www.youtube.com/watch?v=pNHDpXlKI4o&t=80s
58d3b415d1fb5ef3471a1046,,damasks,DD8376 ROOMSHOT,"This rich collection of luxurious damask prints create a stunning assortment of  opulent, sophisitcated and soaringly beautiful designs.",https://www.youtube.com/watch?v=pNHDpXlKI4o&t=80s
58d3b415d1fb5ef3471a1047,,damasks,DD8399 ROOMSHOT,"This rich collection of luxurious damask prints create a stunning assortment of  opulent, sophisitcated and soaringly beautiful designs.",https://www.youtube.com/watch?v=pNHDpXlKI4o&t=80s
58d3b415d1fb5ef3471a1048,,damasks,DD8411 ROOMSHOT,"This rich collection of luxurious damask prints create a stunning assortment of  opulent, sophisitcated and soaringly beautiful designs.",https://www.youtube.com/watch?v=pNHDpXlKI4o&t=80s
58d3b415d1fb5ef3471a1049,,damasks,DD8425 ROOMSHOT,"This rich collection of luxurious damask prints create a stunning assortment of  opulent, sophisitcated and soaringly beautiful designs.",https://www.youtube.com/watch?v=pNHDpXlKI4o&t=80s
58d3b415d1fb5ef3471a104a,,damasks,DD8435 ROOMSHOT,"This rich collection of luxurious damask prints create a stunning assortment of  opulent, sophisitcated and soaringly beautiful designs.",https://www.youtube.com/watch?v=pNHDpXlKI4o&t=80s
58d3b415d1fb5ef3471a104b,,damasks,DD8444 ROOMSHOT,"This rich collection of luxurious damask prints create a stunning assortment of  opulent, sophisitcated and soaringly beautiful designs.",https://www.youtube.com/watch?v=pNHDpXlKI4o&t=80s
58d3b415d1fb5ef3471a104c,,damasks,DD8454 ROOMSHOT,"This rich collection of luxurious damask prints create a stunning assortment of  opulent, sophisitcated and soaringly beautiful designs.",https://www.youtube.com/watch?v=pNHDpXlKI4o&t=80s
58d3b415d1fb5ef3471a104d,,damasks,DD8457 ROOMSHOT,"This rich collection of luxurious damask prints create a stunning assortment of  opulent, sophisitcated and soaringly beautiful designs.",https://www.youtube.com/watch?v=pNHDpXlKI4o&t=80s
58d3b415d1fb5ef3471a104e,,dorado,Y6130702 ROOMSHOT,"Brilliant, shimmering, dazzling elegance inspired by the beauty of of liquid  metals.",#
58d3b415d1fb5ef3471a104f,,dorado,Y6130302  ROOMSHOT,"Brilliant, shimmering, dazzling elegance inspired by the beauty of of liquid  metals.",#
58d3b415d1fb5ef3471a1050,,dorado,Y6130502  ROOMSHOT,"Brilliant, shimmering, dazzling elegance inspired by the beauty of of liquid  metals.",#
58d3b415d1fb5ef3471a1051,,dorado,Y6130801  ROOMSHOT,"Brilliant, shimmering, dazzling elegance inspired by the beauty of of liquid  metals.",#
58d3b415d1fb5ef3471a1052,,dorado,Y6131001 ROOMSHOT,"Brilliant, shimmering, dazzling elegance inspired by the beauty of of liquid  metals.",#
58d3b415d1fb5ef3471a1053,,dorado,Y6131304  ROOMSHOT,"Brilliant, shimmering, dazzling elegance inspired by the beauty of of liquid  metals.",#
58d3b415d1fb5ef3471a1054,,villa_borghese,VB1001 ROOMSHOT,"Personal beauty, a range of ornamental patterns in this Vinyl collection. This  collection is inspired by the classical styles, such as Renaissance and the  elegance of the Rococo.",#
58d3b415d1fb5ef3471a1055,,villa_borghese,VB1002 ROOMSHOT,"Personal beauty, a range of ornamental patterns in this Vinyl collection. This  collection is inspired by the classical styles, such as Renaissance and the  elegance of the Rococo.",#
58d3b415d1fb5ef3471a1056,,villa_borghese,VB1008 ROOMSHOT,"Personal beauty, a range of ornamental patterns in this Vinyl collection. This  collection is inspired by the classical styles, such as Renaissance and the  elegance of the Rococo.",#
58d3b415d1fb5ef3471a1057,,villa_borghese,VB1102 ROOMSHOT,"Personal beauty, a range of ornamental patterns in this Vinyl collection. This  collection is inspired by the classical styles, such as Renaissance and the  elegance of the Rococo.",#
58d3b415d1fb5ef3471a1058,,villa_borghese,VB2010 ROOMSHOT,"Personal beauty, a range of ornamental patterns in this Vinyl collection. This  collection is inspired by the classical styles, such as Renaissance and the  elegance of the Rococo.",#
58d3b415d1fb5ef3471a1059,,villa_borghese,VB3005 ROOMSHOT,"Personal beauty, a range of ornamental patterns in this Vinyl collection. This  collection is inspired by the classical styles, such as Renaissance and the  elegance of the Rococo.",#
58d3b415d1fb5ef3471a105a,,villa_borghese,VB3010 ROOMSHOT,"Personal beauty, a range of ornamental patterns in this Vinyl collection. This  collection is inspired by the classical styles, such as Renaissance and the  elegance of the Rococo.",#
58d3b415d1fb5ef3471a105b,,villa_borghese,VB3201 ROOMSHOT,"Personal beauty, a range of ornamental patterns in this Vinyl collection. This  collection is inspired by the classical styles, such as Renaissance and the  elegance of the Rococo.",#
58d3b415d1fb5ef3471a105c,,villa_borghese,VB3204 ROOMSHOT,"Personal beauty, a range of ornamental patterns in this Vinyl collection. This  collection is inspired by the classical styles, such as Renaissance and the  elegance of the Rococo.",#
58d3b415d1fb5ef3471a105d,,villa_borghese,VB3205 ROOMSHOT,"Personal beauty, a range of ornamental patterns in this Vinyl collection. This  collection is inspired by the classical styles, such as Renaissance and the  elegance of the Rococo.",#
58d3b415d1fb5ef3471a105e,,villa_borghese,VB3302 ROOMSHOT,"Personal beauty, a range of ornamental patterns in this Vinyl collection. This  collection is inspired by the classical styles, such as Renaissance and the  elegance of the Rococo.",#
58d3b415d1fb5ef3471a105f,,villa_borghese,VB4002 ROOMSHOT,"Personal beauty, a range of ornamental patterns in this Vinyl collection. This  collection is inspired by the classical styles, such as Renaissance and the  elegance of the Rococo.",#
58d3b415d1fb5ef3471a1060,,villagepeople,VP1101ROOMSHOT,Village People is a collection with a lot of female charm inspired from high-  street: going from floral fashion brands to Eastern travel inspirations to sweet  romance. A young and refreshing contemporary collection!,#
58d3b415d1fb5ef3471a1061,,villagepeople,VP1203ROOMSHOT,Village People is a collection with a lot of female charm inspired from high-  street: going from floral fashion brands to Eastern travel inspirations to sweet  romance. A young and refreshing contemporary collection!,#
58d3b415d1fb5ef3471a1062,,villagepeople,VP2003ROOMSHOT,Village People is a collection with a lot of female charm inspired from high-  street: going from floral fashion brands to Eastern travel inspirations to sweet  romance. A young and refreshing contemporary collection!,#
58d3b415d1fb5ef3471a1063,,villagepeople,VP1105ROOMSHOT,Village People is a collection with a lot of female charm inspired from high-  street: going from floral fashion brands to Eastern travel inspirations to sweet  romance. A young and refreshing contemporary collection!,#
58d3b415d1fb5ef3471a1064,,villagepeople,VP2101ROOMSHOT,Village People is a collection with a lot of female charm inspired from high-  street: going from floral fashion brands to Eastern travel inspirations to sweet  romance. A young and refreshing contemporary collection!,#
58d3b415d1fb5ef3471a1065,,villagepeople,VP2102ROOMSHOT,Village People is a collection with a lot of female charm inspired from high-  street: going from floral fashion brands to Eastern travel inspirations to sweet  romance. A young and refreshing contemporary collection!,#
58d3b415d1fb5ef3471a1066,,villagepeople,VP2205ROOMSHOT,Village People is a collection with a lot of female charm inspired from high-  street: going from floral fashion brands to Eastern travel inspirations to sweet  romance. A young and refreshing contemporary collection!,#
58d3b415d1fb5ef3471a1067,,villagepeople,VP3001ROOMSHOT,Village People is a collection with a lot of female charm inspired from high-  street: going from floral fashion brands to Eastern travel inspirations to sweet  romance. A young and refreshing contemporary collection!,#
58d3b415d1fb5ef3471a1068,,villagepeople,VP3101ROOMSHOT,Village People is a collection with a lot of female charm inspired from high-  street: going from floral fashion brands to Eastern travel inspirations to sweet  romance. A young and refreshing contemporary collection!,#
58d3b415d1fb5ef3471a1069,,villagepeople,VP3201ROOMSHOT,Village People is a collection with a lot of female charm inspired from high-  street: going from floral fashion brands to Eastern travel inspirations to sweet  romance. A young and refreshing contemporary collection!,#
58d3b415d1fb5ef3471a106a,,shapes,MS6400 ROOMSHOT,Warm radiant color. Modern energy meets cultural charm. Define your style  with Carey Lind designs.,#
58d3b415d1fb5ef3471a106b,,shapes,MS6403 ROOMSHOT,Warm radiant color. Modern energy meets cultural charm. Define your style  with Carey Lind designs.,#
58d3b415d1fb5ef3471a106c,,shapes,MS6425 ROOMSHOT,Warm radiant color. Modern energy meets cultural charm. Define your style  with Carey Lind designs.,#
58d3b415d1fb5ef3471a106d,,shapes,MS6434 ROOMSHOT,Warm radiant color. Modern energy meets cultural charm. Define your style  with Carey Lind designs.,#
58d3b415d1fb5ef3471a106e,,shapes,MS6442 ROOMSHOT,Warm radiant color. Modern energy meets cultural charm. Define your style  with Carey Lind designs.,#
58d3b415d1fb5ef3471a106f,,shapes,MS6452 ROOMSHOT,Warm radiant color. Modern energy meets cultural charm. Define your style  with Carey Lind designs.,#
58d3b415d1fb5ef3471a1070,,shapes,MS6460 ROOMSHOT,Warm radiant color. Modern energy meets cultural charm. Define your style  with Carey Lind designs.,#
58d3b415d1fb5ef3471a1071,,shapes,MS6476 ROOMSHOT,Warm radiant color. Modern energy meets cultural charm. Define your style  with Carey Lind designs.,#
58d3b415d1fb5ef3471a1072,,shapes,MS6485 ROOMSHOT,Warm radiant color. Modern energy meets cultural charm. Define your style  with Carey Lind designs.,#
58d3b415d1fb5ef3471a1073,,shapes,MS6491 ROOMSHOT,Warm radiant color. Modern energy meets cultural charm. Define your style  with Carey Lind designs.,#
58d3b415d1fb5ef3471a1074,,shapes,MS6492 ROOMSHOT,Warm radiant color. Modern energy meets cultural charm. Define your style  with Carey Lind designs.,#
58d3b415d1fb5ef3471a1075,,smallprints,WP8189 ROOMSHOT,"Good things come in small packages, and great designs come in small prints.",#
58d3b415d1fb5ef3471a1076,,smallprints,WP8226 ROOMSHOT,"Good things come in small packages, and great designs come in small prints.",#
58d3b415d1fb5ef3471a1077,,smallprints,WP7788 ROOMSHOT,"Good things come in small packages, and great designs come in small prints.",#
58d3b415d1fb5ef3471a1078,,smallprints,WP2400 ROOMSHOT,"Good things come in small packages, and great designs come in small prints.",#
58d3b415d1fb5ef3471a1079,,smallprints,WP2413 ROOMSHOT,"Good things come in small packages, and great designs come in small prints.",#
58d3b415d1fb5ef3471a107a,,smallprints,WP2418 ROOMSHOT,"Good things come in small packages, and great designs come in small prints.",#
58d3b415d1fb5ef3471a107b,,smallprints,WP2437 ROOMSHOT,"Good things come in small packages, and great designs come in small prints.",#
58d3b415d1fb5ef3471a107c,,smallprints,WP2444 ROOMSHOT,"Good things come in small packages, and great designs come in small prints.",#
58d3b415d1fb5ef3471a107d,,smallprints,WP2455 ROOMSHOT,"Good things come in small packages, and great designs come in small prints.",#
58d3b415d1fb5ef3471a107e,,smallprints,WP2458 ROOMSHOT,"Good things come in small packages, and great designs come in small prints.",#
58d3b415d1fb5ef3471a107f,,smallprints,WP2470 ROOMSHOT,"Good things come in small packages, and great designs come in small prints.",#
58d3b415d1fb5ef3471a1080,,smallprints,WP2479 ROOMSHOT,"Good things come in small packages, and great designs come in small prints.",#
58d3b415d1fb5ef3471a1081,,smallprints,WP2487 ROOMSHOT,"Good things come in small packages, and great designs come in small prints.",#
58d3b415d1fb5ef3471a1082,,oxyde,OXY2911ROOMSHOT,"Oxyde is a rich collection, amazing, bright and stylised, alternating between  structural and material effects, relief and volume.",#
58d3b415d1fb5ef3471a1083,,oxyde,OXY2912ROOMSHOT,"Oxyde is a rich collection, amazing, bright and stylised, alternating between  structural and material effects, relief and volume.",#
58d3b415d1fb5ef3471a1084,,oxyde,OXY2913ROOMSHOT,"Oxyde is a rich collection, amazing, bright and stylised, alternating between  structural and material effects, relief and volume.",#
58d3b415d1fb5ef3471a1085,,oxyde,OXY2914ROOMSHOT,"Oxyde is a rich collection, amazing, bright and stylised, alternating between  structural and material effects, relief and volume.",#
58d3b415d1fb5ef3471a1086,,oxyde,OXY2915ROOMSHOT,"Oxyde is a rich collection, amazing, bright and stylised, alternating between  structural and material effects, relief and volume.",#
58d3b415d1fb5ef3471a1087,,oxyde,OXY2916ROOMSHOT,"Oxyde is a rich collection, amazing, bright and stylised, alternating between  structural and material effects, relief and volume.",#
58d3b415d1fb5ef3471a1088,,oxyde,OXY2917ROOMSHOT,"Oxyde is a rich collection, amazing, bright and stylised, alternating between  structural and material effects, relief and volume.",#
58d3b415d1fb5ef3471a1089,,oxyde,OXY2918ROOMSHOT,"Oxyde is a rich collection, amazing, bright and stylised, alternating between  structural and material effects, relief and volume.",#
58d3b415d1fb5ef3471a108a,,oxyde,OXY2919ROOMSHOT,"Oxyde is a rich collection, amazing, bright and stylised, alternating between  structural and material effects, relief and volume.",#
58d3b415d1fb5ef3471a108b,,oxyde,OXY2920ROOMSHOT,"Oxyde is a rich collection, amazing, bright and stylised, alternating between  structural and material effects, relief and volume.",#
58d3b415d1fb5ef3471a108c,,oxyde,OXY2921ROOMSHOT,"Oxyde is a rich collection, amazing, bright and stylised, alternating between  structural and material effects, relief and volume.",#
58d3b415d1fb5ef3471a108d,,oxyde,OXY2922ROOMSHOT,"Oxyde is a rich collection, amazing, bright and stylised, alternating between  structural and material effects, relief and volume.",#
58d3b415d1fb5ef3471a108e,,oxyde,OXY2923ROOMSHOT,"Oxyde is a rich collection, amazing, bright and stylised, alternating between  structural and material effects, relief and volume.",#
58d3b415d1fb5ef3471a108f,,texturedplains,TP 1011-ROOMSHOT,"A compilation of plain and semi-plain vinyl wallcoverings. This collection  redefines the perceived notions of semi-plains: tonal, metallic coloured,  textiles, oxidized metal &amp; vertical structures. Colours and texture blends nicely  together.",https://www.youtube.com/watch?v=89kq4SZ_bGY
58d3b415d1fb5ef3471a1090,,texturedplains,TP 1105-ROOMSHOT,"A compilation of plain and semi-plain vinyl wallcoverings. This collection  redefines the perceived notions of semi-plains: tonal, metallic coloured,  textiles, oxidized metal &amp; vertical structures. Colours and texture blends nicely  together.",https://www.youtube.com/watch?v=89kq4SZ_bGY
58d3b415d1fb5ef3471a1091,,texturedplains,TP 1206-ROOMSHOT,"A compilation of plain and semi-plain vinyl wallcoverings. This collection  redefines the perceived notions of semi-plains: tonal, metallic coloured,  textiles, oxidized metal &amp; vertical structures. Colours and texture blends nicely  together.",https://www.youtube.com/watch?v=89kq4SZ_bGY
58d3b415d1fb5ef3471a1092,,texturedplains,TP 1305-ROOMSHOT,"A compilation of plain and semi-plain vinyl wallcoverings. This collection  redefines the perceived notions of semi-plains: tonal, metallic coloured,  textiles, oxidized metal &amp; vertical structures. Colours and texture blends nicely  together.",https://www.youtube.com/watch?v=89kq4SZ_bGY
58d3b415d1fb5ef3471a1093,,texturedplains,TP 1402-ROOMSHOT,"A compilation of plain and semi-plain vinyl wallcoverings. This collection  redefines the perceived notions of semi-plains: tonal, metallic coloured,  textiles, oxidized metal &amp; vertical structures. Colours and texture blends nicely  together.",https://www.youtube.com/watch?v=89kq4SZ_bGY
58d3b415d1fb5ef3471a1094,,texturedplains,TP 1405-ROOMSHOT,"A compilation of plain and semi-plain vinyl wallcoverings. This collection  redefines the perceived notions of semi-plains: tonal, metallic coloured,  textiles, oxidized metal &amp; vertical structures. Colours and texture blends nicely  together.",https://www.youtube.com/watch?v=89kq4SZ_bGY
